"Graceful Dill","Herbs","A hypoallergenic common plant known for its graceful appearance
    and its effortless care. Ideal for spaces with full sunlight, the Graceful Dill  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/TREE 15_YELLOW.png","54"
"Lush Sunflower","Flowers","A chicken-friendly rare plant known for its lush appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Lush Sunflower  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 8 - PINK.png","38"
"Hearty Lavender","Flowers","A delicious tropical plant known for its hearty appearance
    and its effortless care. Ideal for spaces with low sunlight, the Hearty Lavender  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - ORANGE.png","52"
"Hearty Echeveria","Succulents","An annual tropical plant known for its hearty appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Hearty Echeveria  
    requires minimal watering, perfect for a select few plant lovers.","/pixel_plants/TREE 9_ROSE.png","30"
"Graceful Lithops","Succulents","A flood-resistant tropical plant known for its graceful appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Graceful Lithops  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 8 - ORANGE.png","35"
"Dwarf Daisy","Flowers","A delicate native plant known for its dwarf appearance
    and its low-maintenance care. Ideal for spaces with full sunlight, the Dwarf Daisy  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 5 - PURPLE.png","75"
"Colorful Orchid","Flowers","A vivid tropical plant known for its colorful appearance
    and its low-maintenance care. Ideal for spaces with indirect sunlight, the Colorful Orchid  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 7 - COLORFUL.png","22"
"Fragrant Sunflower","Flowers","A variegated exotic plant known for its fragrant appearance
    and its simple care. Ideal for spaces with direct sunlight, the Fragrant Sunflower  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/TREE 10_SANDY GREEN.png","17"
"Hardy Sunflower","Flowers","A resilient rare plant known for its hardy appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Hardy Sunflower  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 9 - RED.png","3"
"Shimmering Lettuce","Fruits and Vegetables","A vivid rare plant known for its shimmering appearance
    and its simple care. Ideal for spaces with full sunlight, the Shimmering Lettuce  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 8 - RED.png","30"
"Bushy Chives","Herbs","A hardy exotic plant known for its bushy appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Bushy Chives  
    requires maximal watering, perfect for all plant lovers.","/pixel_plants/Flower 5 - PINK.png","28"
"Evergreen Tulip","Flowers","A delicate common plant known for its evergreen appearance
    and its low-maintenance care. Ideal for spaces with dappled sunlight, the Evergreen Tulip  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 10_TEAL.png","5"
"Fresh Pepper","Fruits and Vegetables","An allergenic tropical plant known for its fresh appearance
    and its effortless care. Ideal for spaces with no sunlight, the Fresh Pepper  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 2 - PINK.png","38"
"Aromatic Aloe Vera","Succulents","A fragrant native plant known for its aromatic appearance
    and its simple care. Ideal for spaces with no sunlight, the Aromatic Aloe Vera  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/TREE 7_GREEN.png","64"
"Thorny Orchid","Flowers","A resilient tropical plant known for its thorny appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Thorny Orchid  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Flower 7 - PURPLE.png","35"
"Robust Sunflower","Flowers","A chicken-friendly common plant known for its robust appearance
    and its labor-intensive care. Ideal for spaces with full sunlight, the Robust Sunflower  
    requires minimal watering, perfect for all plant lovers.","/pixel_plants/Flower 5 - PURPLE.png","22"
"Cascading Daisy","Flowers","An effervescent tropical plant known for its cascading appearance
    and its effortless care. Ideal for spaces with low sunlight, the Cascading Daisy  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","38"
"Fresh String of Pearls","Succulents","An annual common plant known for its fresh appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Fresh String of Pearls  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/TREE 1_SANDY GREEN.png","49"
"Robust Daffodil","Flowers","A drought-resistant native plant known for its robust appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Robust Daffodil  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 11_TEAL.png","25"
"Medicinal Ghost Plant","Succulents","A stunning rare plant known for its medicinal appearance
    and its simple care. Ideal for spaces with low sunlight, the Medicinal Ghost Plant  
    requires minimal watering, perfect for many plant lovers.","/pixel_plants/Flower Pot 7 - COLORFUL.png","90"
"Thorny Lily","Flowers","A stunning tropical plant known for its thorny appearance
    and its labor-intensive care. Ideal for spaces with dappled sunlight, the Thorny Lily  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/Flower 9 - ORANGE.png","72"
"Cascading Peony","Flowers","A drought-resistant common plant known for its cascading appearance
    and its simple care. Ideal for spaces with full sunlight, the Cascading Peony  
    requires maximal watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - GREEN 2.png","52"
"Bold Rose","Flowers","A herbaceous tropical plant known for its bold appearance
    and its difficult care. Ideal for spaces with indirect sunlight, the Bold Rose  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 12_TEAL.png","52"
"Aromatic Marigold","Flowers","A delicious common plant known for its aromatic appearance
    and its simple care. Ideal for spaces with indirect sunlight, the Aromatic Marigold  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower Pot 3 - RED.png","53"
"Woody Lithops","Succulents","A stunning exotic plant known for its woody appearance
    and its effortless care. Ideal for spaces with no sunlight, the Woody Lithops  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/TREE 7_SANDY GREEN.png","4"
"Wild Thyme","Herbs","A perennial exotic plant known for its wild appearance
    and its simple care. Ideal for spaces with low sunlight, the Wild Thyme  
    requires regular watering, perfect for some plant lovers.","/pixel_plants/Flower 2 - MAGENTA.png","96"
"Vibrant Mint","Herbs","A hardy tropical plant known for its vibrant appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Vibrant Mint  
    requires moderate watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - GREEN.png","80"
"Royal Tomato","Fruits and Vegetables","A hypoallergenic tropical plant known for its royal appearance
    and its effortless care. Ideal for spaces with indirect sunlight, the Royal Tomato  
    requires regular watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 8_GREEN.png","83"
"Elegant Panda Plant","Succulents","A resilient native plant known for its elegant appearance
    and its difficult care. Ideal for spaces with dappled sunlight, the Elegant Panda Plant  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/Bush 1 - RED 2.png","88"
"Delicate Carrot","Fruits and Vegetables","A chicken-friendly exotic plant known for its delicate appearance
    and its simple care. Ideal for spaces with dappled sunlight, the Delicate Carrot  
    requires regular watering, perfect for all plant lovers.","/pixel_plants/Bush 1 - RED.png","8"
"Soft Sunflower","Flowers","A herbaceous native plant known for its soft appearance
    and its difficult care. Ideal for spaces with low sunlight, the Soft Sunflower  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/TREE 4_GREEN.png","80"
"Compact Marigold","Flowers","A dog-friendly exotic plant known for its compact appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Compact Marigold  
    requires moderate watering, perfect for a select few plant lovers.","/pixel_plants/Flower Pot 2 - COLORFUL.png","84"
"Lush Blueberry","Fruits and Vegetables","A hypoallergenic common plant known for its lush appearance
    and its simple care. Ideal for spaces with full sunlight, the Lush Blueberry  
    requires moderate watering, perfect for some plant lovers.","/pixel_plants/Flower 12 - PINK.png","55"
"Shady Echeveria","Succulents","An annual native plant known for its shady appearance
    and its effortless care. Ideal for spaces with dappled sunlight, the Shady Echeveria  
    requires moderate watering, perfect for many plant lovers.","/pixel_plants/TREE 2_YELLOWISH GREEN.png","13"
"Wild Chrysanthemum","Flowers","A hypoallergenic native plant known for its wild appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Wild Chrysanthemum  
    requires regular watering, perfect for a select few plant lovers.","/pixel_plants/Flower 10 - PINK.png","4"
"Medicinal Strawberry","Fruits and Vegetables","A vivid exotic plant known for its medicinal appearance
    and its labor-intensive care. Ideal for spaces with low sunlight, the Medicinal Strawberry  
    requires moderate watering, perfect for plenty of plant lovers.","/pixel_plants/TREE 1_GREEN.png","64"
"Broadleaf Chives","Herbs","A cat-friendly tropical plant known for its broadleaf appearance
    and its simple care. Ideal for spaces with full sunlight, the Broadleaf Chives  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/Flower 6 - PINK 2.png","90"
"Fresh Basil","Herbs","A hardy rare plant known for its fresh appearance
    and its difficult care. Ideal for spaces with no sunlight, the Fresh Basil  
    requires maximal watering, perfect for some plant lovers.","/pixel_plants/TREE 13_YELLOWISH GREEN.png","30"
"Hearty Sage","Herbs","A hypoallergenic exotic plant known for its hearty appearance
    and its labor-intensive care. Ideal for spaces with indirect sunlight, the Hearty Sage  
    requires minimal watering, perfect for some plant lovers.","/pixel_plants/Flower 11 - RED.png","59"
"Bold Lettuce","Fruits and Vegetables","A hypoallergenic exotic plant known for its bold appearance
    and its low-maintenance care. Ideal for spaces with no sunlight, the Bold Lettuce  
    requires maximal watering, perfect for many plant lovers.","/pixel_plants/Flower 5 - PINK.png","11"
